pdb_id,I_descriptor_distance_score,I_nn012,I_nn0129
3c9g_1,15.333093643188477,0.8138344883918762,0.9275128841400146
1eeq_1,16.179287433624268,0.26139798760414124,0.8261497020721436
4xws_2,15.275688171386719,0.07952779345214367,0.4240785092115402
2hk3_1,29.36771297454834,0.9705843329429626,0.9921258389949799
3hj6_1,18.21850299835205,0.053061963990330696,0.29131392762064934
1r5q_2,27.026158332824707,0.9749986827373505,0.9780828058719635
2p5u_1,40.7612247467041,0.9894305467605591,0.992408812046051
1uat_2,17.111409187316895,0.9155146777629852,0.9708278477191925
4d9o_1,23.92106819152832,0.9367077946662903,0.9772314131259918
4ppy_1,22.93189239501953,0.6647422313690186,0.9684156775474548
3eus_1,40.56177520751953,0.991377204656601,0.9935334324836731
2a4a_3,20.636795043945312,0.9785296320915222,0.9871399104595184
1ns5_1,38.90344047546387,0.974822074174881,0.9884416162967682
1rcw_2,19.581140518188477,0.7703202068805695,0.9734829366207123
4q7e_1,10.643860340118408,0.8766940236091614,0.9216300547122955
4j9a_11,NA,NA,NA
4ljk_2,9.327747821807861,0.6707809269428253,0.8844466805458069
4jdl_2,9.42424488067627,0.0261277062818408,0.14428717270493507
2eav_1,9.483610153198242,0.2521265149116516,0.7526104748249054
2vrn_1,24.598793983459473,0.9583912789821625,0.9739122688770294
1xuq_1,15.13607120513916,0.07338446006178856,0.48286793008446693
1ktn_1,12.166662216186523,0.16387788951396942,0.7253577411174774
2q4n_1,38.55777549743652,0.996997743844986,0.9959505200386047
1v2a_1,30.317599296569824,0.9607031047344208,0.9855827987194061
4lza_1,41.507320404052734,0.9955330789089203,0.9962872564792633
3b4u_1,20.454906463623047,0.1810244917869568,0.7913947999477386
3cwn_2,9.82235336303711,0.3672020211815834,0.8741491734981537
2dsj_1,41.35650825500488,0.9996033310890198,0.9987532496452332
3knz_3,8.257883548736572,0.03165439795702696,0.31646062061190605
3m45_2,17.139577388763428,0.5636923909187317,0.9183211624622345
1nvt_1,35.06766700744629,0.9361742436885834,0.9789020717144012
1kez_1,16.579590797424316,0.07412422075867653,0.7710490226745605
3rjs_1,44.017921447753906,0.9984672963619232,0.9956011474132538
4yxf_1,38.43870544433594,0.989140123128891,0.9939194321632385
2xj3_1,NA,NA,NA
2h8k_1,NA,NA,NA
5c6m_2,14.027119636535645,0.7552075386047363,0.9296783804893494
3qm2_1,11.88802719116211,0.41204074025154114,0.6791552901268005
2hng_1,25.08610439300537,0.9481567442417145,0.989296019077301
3ift_2,12.130727767944336,0.09375075250864029,0.13763851672410965
1qvw_1,16.505130767822266,0.7109925150871277,0.9724006652832031
1yem_1,31.87382698059082,0.9823835492134094,0.9901476800441742
3g0k_1,38.47609519958496,0.9816199243068695,0.9793349802494049
2ppv_1,19.92781162261963,0.885520875453949,0.9667345583438873
3dex_1,22.9003849029541,0.967163473367691,0.9869057536125183
1qmj_1,22.61295509338379,0.9854519069194794,0.9905437529087067
1dp4_1,17.77054786682129,0.21001215279102325,0.16031983867287636
1dp4_2,17.77054786682129,0.21001215279102325,0.16031983867287636
1u20_1,38.6928596496582,0.9955029487609863,0.9941071271896362
4dj2_1,9.760122299194336,0.30605165660381317,0.7724044024944305
4mhr_2,21.11690330505371,0.9697436392307281,0.9851856231689453
2oqt_5,11.951286792755127,0.07869457267224789,0.6806285977363586
3l6b_1,22.006256103515625,0.9101081788539886,0.9781709015369415
4nxf_1,11.500200748443604,0.006034212652593851,0.38100627809762955
4oie_1,30.24663734436035,0.9980858564376831,0.9983993172645569
3hjp_1,22.18245506286621,0.968111127614975,0.9875670969486237
4nvr_1,16.12419319152832,0.9963334798812866,0.9925524592399597
3lpm_1,20.347243309020996,0.48369571566581726,0.9248906373977661
1nzi_1,7.52104377746582,0.1410827711224556,0.6927657425403595
2ze3_1,39.3514518737793,0.9936940371990204,0.9948948919773102
2f96_1,46.38642692565918,0.9623406827449799,0.9836848080158234
2o9a_1,24.48163604736328,0.8047868609428406,0.9808379113674164
4u04_1,30.177778244018555,0.7731741666793823,0.8774086236953735
2ovg_3,15.902012825012207,0.9181312322616577,0.960408091545105
3l0z_5,29.144611358642578,0.9687799215316772,0.9907599985599518
3ppe_1,19.81045150756836,0.9289409816265106,0.9704426825046539
3uf5_1,18.088316440582275,0.19422782212495804,0.259053697809577
3d7a_1,29.501757621765137,0.9950924813747406,0.9938768446445465
3r03_1,31.955440521240234,0.9813194274902344,0.992853045463562
4oky_1,26.45117950439453,0.7853776514530182,0.9855420887470245
2e1d_1,9.305459022521973,0.7054519355297089,0.8826053142547607
3pm7_1,29.086586952209473,0.9838059842586517,0.981682538986206
2oo2_1,25.894634246826172,0.9856185615062714,0.990125983953476
2idl_1,9.323837757110596,0.38120023906230927,0.6613341271877289
4hwx_1,37.95895004272461,0.9926807880401611,0.9955544769763947
4o7v_1,25.998695373535156,0.9917261004447937,0.9945819079875946
4ese_1,24.58268451690674,0.011108223348855972,0.11615001037716866
1ujn_1,30.862589836120605,0.994217038154602,0.9943706393241882
2q30_4,61.492733001708984,0.9980511963367462,0.9961280226707458
2pwj_2,14.585086345672607,0.7771867215633392,0.9340507090091705
5eq9_1,31.52051544189453,0.9956619739532471,0.9958950579166412
1fe0_1,9.184234142303467,0.36761949956417084,0.765295684337616
3tqj_1,18.540870666503906,0.018194325268268585,0.5541352480649948
4pob_1,20.947296142578125,0.9375343918800354,0.9837303459644318
3hzu_1,15.081088066101074,0.3001449704170227,0.8344711065292358
3lrq_1,25.8901424407959,0.9828968644142151,0.9921075403690338
3lrq_2,25.8901424407959,0.9828968644142151,0.9921075403690338
2ikk_1,34.74582290649414,0.9853740930557251,0.9935664534568787
2nx9_1,26.115824699401855,0.9206580519676208,0.9846393764019012
1a3a_1,15.612967014312744,0.07347986288368702,0.7233316898345947
3hqx_1,11.166017532348633,0.934560626745224,0.8689826726913452
3l5z_1,18.12588882446289,0.8479550778865814,0.972286581993103
4ttw_1,6.721874475479126,0.022898642346262932,0.4435112848877907
3dvf_1,23.188377380371094,0.935167521238327,0.984314888715744
2qsq_1,38.798051834106445,0.9937646389007568,0.9957953989505768
3r8e_1,17.757216453552246,0.7714453041553497,0.9113833904266357
3obh_1,16.426286697387695,0.29744867235422134,0.7150289416313171
2yvu_1,36.623634338378906,0.9853509068489075,0.9870864450931549
3o9s_1,9.2476327419281,0.08460105210542679,0.5638165175914764
3trc_1,16.430444717407227,0.22960951924324036,0.7244190275669098
1fse_3,13.148536682128906,0.10817788913846016,0.47817791998386383
2ebb_1,16.78529405593872,0.8461988568305969,0.9161490201950073
2f6s_1,15.450363636016846,0.9846774637699127,0.9339208900928497
3ajz_1,16.569090366363525,0.8607878983020782,0.9524109065532684
4q97_1,38.311458587646484,0.9821408092975616,0.9926667213439941
2dwu_1,13.90866994857788,0.20527127385139465,0.7252966165542603
3zrd_1,14.634231090545654,0.356318935751915,0.8422867357730865
4zrn_1,40.47208786010742,0.9981118142604828,0.9985047876834869
3q64_1,42.637210845947266,0.9892085790634155,0.9886687099933624
4rz0_1,31.7308349609375,0.5724305808544159,0.8315652310848236
2x6g_7,12.265523910522461,0.9499987661838531,0.9750177562236786
1is3_1,32.61520767211914,0.9978946149349213,0.9971567094326019
2snw_1,9.991127014160156,0.4627854526042938,0.6967045366764069
2ewt_1,17.49038314819336,0.9693536758422852,0.9782708287239075
2vpk_1,41.91789627075195,0.9895806014537811,0.9881064891815186
3v6n_1,19.000557899475098,0.9138171374797821,0.9811915755271912
3rt2_2,16.443171501159668,0.018599452450871468,0.2883508503437042
1hux_1,9.705960273742676,0.10177197307348251,0.6250319629907608
2itf_5,4.865628004074097,0.41333305835723877,0.5770761668682098
1qya_1,23.2693510055542,0.9574472308158875,0.9647575914859772
3kza_1,14.559608936309814,0.9260599911212921,0.958072304725647
4dvh_1,15.89088773727417,0.021222378127276897,0.3703063949942589
2e2c_1,14.796813011169434,0.5075379759073257,0.9150272309780121
4hf7_1,14.017741203308105,0.10597943514585495,0.5937157273292542
3chi_1,44.390804290771484,0.9957806766033173,0.9950297772884369
4zwv_1,25.965070724487305,0.9980246722698212,0.9973987638950348
3bjr_1,42.80862808227539,0.9979879558086395,0.997606486082077
1udv_1,24.946372985839844,0.9624543488025665,0.9814004600048065
4muo_1,42.83285331726074,0.9997141063213348,0.9992170035839081
1kut_1,9.103898048400879,0.15859975665807724,0.619420737028122
3pc6_1,19.834814071655273,0.7759270966053009,0.9344260990619659
2gsl_3,21.79011344909668,0.8202840387821198,0.973458468914032
2pls_5,11.815629482269287,0.028303202707320452,0.3252185583114624
2bho_1,18.205519676208496,0.6017691791057587,0.8948362171649933
2omk_1,27.388009071350098,0.9797491133213043,0.9860216379165649
2rc3_2,21.233217239379883,0.9037732481956482,0.9734663665294647
2z7c_2,29.244552612304688,0.9903573989868164,0.9953548014163971
4ckl_2,17.221860885620117,0.41411982476711273,0.8894427716732025
1vh0_8,36.25962829589844,0.991965651512146,0.9934696555137634
4fbi_1,28.29872226715088,0.9886838793754578,0.992416650056839
1ukg_1,NA,NA,NA
4dj3_1,6.445981740951538,0.4478193521499634,0.6547083258628845
3bs3_1,19.624659538269043,0.9559880793094635,0.9675467014312744
1dvr_1,6.972323179244995,0.03791533224284649,0.6670549213886261
3do5_1,13.142206192016602,0.034508563578128815,0.29769884049892426
2a8f_1,19.46019458770752,0.9468447864055634,0.9795997142791748
3cnk_1,9.783720970153809,0.022969726705923676,0.41412849724292755
3d8u_1,22.87305736541748,0.973617434501648,0.9881769120693207
3r0n_1,23.045896530151367,0.9939546287059784,0.9952629506587982
3pl2_2,38.52081108093262,0.9955304861068726,0.9946424961090088
1mft_1,23.11607265472412,0.9886188805103302,0.9920594394207001
3da8_1,12.241424083709717,0.5641341656446457,0.8549275398254395
4dkc_1,18.32451057434082,0.8815782964229584,0.9685812592506409
1xty_2,36.38210105895996,0.9934175312519073,0.9942194819450378
1gam_1,15.2028169631958,0.1309656985104084,0.7515780329704285
3fb3_1,19.973902702331543,0.9201838076114655,0.9802205562591553
2z00_2,21.813166618347168,0.9349552094936371,0.9769233763217926
3c6b_1,11.03411054611206,0.10693633928894997,0.6040579676628113
4fdb_1,33.219017028808594,0.9912325739860535,0.9908085763454437
4fr2_1,18.057835578918457,0.05116191320121288,0.6054275929927826
3ppl_1,18.107608795166016,0.7933145761489868,0.963861346244812
4tmb_2,25.00856590270996,0.6136634647846222,0.9759970009326935
1ha4_1,17.204922676086426,0.6408364325761795,0.9308768212795258
2bm5_1,NA,NA,NA
4x0r_1,26.5881290435791,0.9244277775287628,0.9862514436244965
3igd_1,8.80445909500122,0.11655247211456299,0.6579723060131073
3h2d_1,16.740468978881836,0.6052089929580688,0.9723140001296997
2r3v_6,29.695831298828125,0.9928669333457947,0.99574875831604
2dpf_1,41.29055976867676,0.9978262782096863,0.997308611869812
2q24_2,12.952348709106445,0.2198229283094406,0.6880884766578674
3f9s_1,26.803197860717773,0.9908554255962372,0.995445728302002
4j2p_1,18.7660493850708,0.8739333152770996,0.9770776033401489
2f00_1,4.997612476348877,0.3060901127755642,0.7783083021640778
2dc4_1,45.21788787841797,0.9983084499835968,0.9968269169330597
3bl8_1,10.352898597717285,0.3948710411787033,0.7883801162242889
4nuq_1,15.937368869781494,0.7825951278209686,0.9060204327106476
3hhv_1,28.714975357055664,0.9954634308815002,0.9968940615653992
2imz_1,7.960292100906372,0.029887410812079906,0.5938031673431396
3oet_2,24.67263698577881,0.9796841442584991,0.9906043112277985
3dh1_1,39.130117416381836,0.9912152886390686,0.9918383061885834
1jhe_1,17.813100814819336,0.6783143877983093,0.9616680443286896
2h9u_1,33.10541534423828,0.993338018655777,0.9840970933437347
3lza_1,13.693690299987793,0.27127407491207123,0.8724030554294586
3zpg_1,41.399831771850586,0.9971395134925842,0.9973366856575012
1cdt_1,13.758670330047607,0.13219496235251427,0.4416436031460762
1zzh_2,20.231966972351074,0.2550504207611084,0.8895754516124725
1erv_1,19.480088233947754,0.6040328145027161,0.9515289664268494
4kgb_1,22.3214168548584,0.9282062947750092,0.9616663157939911
2gff_1,21.18610191345215,0.7327701151371002,0.9590495824813843
3ter_1,43.64120292663574,0.998958021402359,0.9978191256523132
3ksh_1,30.664928436279297,0.9952840507030487,0.9959212839603424
1mqd_4,7.571688413619995,0.7051660120487213,0.71817946434021
1ysj_1,18.914422035217285,0.9100649952888489,0.9870478510856628
1d5w_2,14.430016040802002,0.9859266877174377,0.9873986542224884
3dih_2,12.565306663513184,0.6439475417137146,0.7811329662799835
1xvq_2,11.28359317779541,0.11583566106855869,0.6217192709445953
3orr_1,14.08076524734497,0.18869054317474365,0.7928102612495422
2q5c_3,12.70215654373169,0.5165630131959915,0.9186115264892578
1o6d_2,28.670623779296875,0.9866092205047607,0.9905105829238892
2cw2_1,18.10949420928955,0.1497384738177061,0.7809868156909943
2zu1_3,27.177061080932617,0.9871567785739899,0.9952460825443268
4e04_1,37.06733703613281,0.9952590763568878,0.9952956140041351
2gwh_1,8.896989345550537,0.8751510083675385,0.8823117613792419
4qxw_1,42.52727127075195,0.9953177869319916,0.9958979189395905
3n3m_1,37.54473114013672,0.9860674440860748,0.9942240417003632
3vx3_1,2.566363573074341,0.029296498745679855,0.47155819833278656
1uou_1,38.466548919677734,0.9992356896400452,0.9982930719852448
1yad_2,30.34818458557129,0.9894127547740936,0.9938705861568451
1prx_1,36.74099349975586,0.9974359571933746,0.9974763989448547
3lp9_1,21.55607032775879,0.9874451458454132,0.9918251931667328
1ewj_2,24.28433609008789,0.9360646903514862,0.9872594177722931
4ina_1,14.377559185028076,0.07664637267589569,0.6352851390838623
3ctz_1,16.750855922698975,0.149847713066265,0.4137198580428958
3jth_1,8.79775333404541,0.39965370297431946,0.7009897828102112
2hku_1,30.09382915496826,0.9798035025596619,0.9920933246612549
3rpc_2,7.854422092437744,0.21812719851732254,0.6065672039985657
2pij_1,14.279357433319092,0.9644226133823395,0.9807852208614349
4nsv_1,1.5406587719917297,0.01720079593360424,0.6262620389461517
2yy9_1,24.753652572631836,0.9668799638748169,0.9915695786476135
2wui_1,NA,NA,NA
3vnf_2,18.324644088745117,0.857776403427124,0.9757713377475739
2rcv_2,16.263402938842773,0.08154245465993881,0.5896795094013214
3dm8_1,42.96133613586426,0.9940916299819946,0.9942838251590729
3nfc_1,23.637584686279297,0.9680889844894409,0.9829893410205841
1ov4_1,10.065781116485596,0.8211517035961151,0.8932014405727386
2j98_1,21.60124969482422,0.9970007836818695,0.9974436461925507
2c9s_1,15.285447120666504,0.9753817319869995,0.9713967144489288
3lfi_1,10.042144298553467,0.3557109236717224,0.7221108078956604
3lxy_1,36.33692932128906,0.9918685853481293,0.9943860471248627
3lag_1,29.12435531616211,0.9563063085079193,0.990264505147934
3smd_2,37.7288703918457,0.9770167171955109,0.9832463562488556
4omv_1,11.592080116271973,0.09625113382935524,0.505278542637825
4ckm_2,21.723700523376465,0.9925715327262878,0.993457168340683
3dka_1,29.74338722229004,0.983841598033905,0.9930028319358826
4chl_1,10.55251407623291,0.089176956564188,0.6718001961708069
3ltv_1,17.47568702697754,0.9595405459403992,0.9830186069011688
2dou_1,27.995705604553223,0.8343902230262756,0.9690729081630707
3f4k_1,17.490596771240234,0.8021978735923767,0.9217855930328369
3qyj_3,39.219282150268555,0.9982821345329285,0.9964165389537811
2cw3_1,14.481401920318604,0.4735962450504303,0.6847978830337524
2ovi_2,36.547529220581055,0.9839435815811157,0.9869053661823273
3i83_1,33.93294906616211,0.9966236352920532,0.9973215758800507
1obb_1,NA,NA,NA
4eht_1,8.873558521270752,0.1263565607368946,0.7477372884750366
1ac6_1,22.081290245056152,0.9613927006721497,0.9884014129638672
2zzt_1,6.175909519195557,0.40521784126758575,0.6434030830860138
1ks2_1,8.517692565917969,0.03833576664328575,0.5548480451107025
4qf2_1,17.904948234558105,0.8966354429721832,0.972322940826416
3rob_1,20.81155490875244,0.9011020660400391,0.981537252664566
4a56_1,10.019323348999023,0.8890400826931,0.9429290890693665
1usm_1,26.320839881896973,0.9741947650909424,0.9885770976543427
1xwb_5,19.92768955230713,0.9934989511966705,0.9940239787101746
1vqu_1,35.260860443115234,0.9994107484817505,0.9986982643604279
1rpa_1,15.45177412033081,0.6531330943107605,0.9264913499355316
1qto_1,23.79496669769287,0.9962169528007507,0.9969606101512909
3sno_1,10.201862335205078,0.013814769219607115,0.08331187441945076
2nwv_1,25.878811836242676,0.9893214404582977,0.9857213199138641
2ctx_1,10.01121187210083,0.006241896189749241,0.3376625180244446
4xvv_1,34.11805725097656,0.9950133860111237,0.9955020248889923
1kie_1,17.7415828704834,0.764563262462616,0.9712947309017181
1yae_9,8.45695447921753,0.0593974394723773,0.5960032045841217
2zhg_1,NA,NA,NA
3tr2_1,14.714061260223389,0.1823457106947899,0.7651625871658325
1qkd_1,2.610028386116028,0.15423918701708317,0.5622565746307373
3dui_1,21.597153663635254,0.910747617483139,0.9884011149406433
1fp5_1,44.83038902282715,0.9933834671974182,0.9935053884983063
3by8_2,15.42857313156128,0.8930690884590149,0.9625043272972107
4eru_1,17.118462562561035,0.16484709084033966,0.7692542970180511
2jlp_3,17.52423095703125,0.8333329856395721,0.9711780846118927
3e8s_1,19.543184280395508,0.026018507778644562,0.006518698530271649
1my6_1,14.75426197052002,0.43030935525894165,0.7461722791194916
4e86_14,9.717041969299316,0.1447097212076187,0.5845646858215332
3aw8_1,9.324351787567139,0.060043780133128166,0.6479519009590149
4kcx_1,12.742561340332031,0.7342312633991241,0.9440784156322479
3fdg_1,18.56669521331787,0.5128594487905502,0.8917937576770782
1vez_2,28.553751945495605,0.9932608306407928,0.9957564473152161
4aj7_1,24.804813385009766,0.988802969455719,0.995861142873764
4l7e_1,17.276040077209473,0.3620203174650669,0.823982298374176
4qbo_1,33.69058036804199,0.9958525896072388,0.9973603188991547
4bkm_1,33.9616584777832,0.9081848859786987,0.9773002564907074
4exq_2,11.52915334701538,0.26347632706165314,0.6946545839309692
1aoh_1,17.73141384124756,0.41822464019060135,0.7923941910266876
2zw2_1,28.36920928955078,0.9956427216529846,0.9969018399715424
3cyv_1,14.842880249023438,0.6046040207147598,0.8196528255939484
3sdp_1,4.547436237335205,0.0160911506973207,0.3804115056991577
3msq_6,16.994519233703613,0.7550407946109772,0.9749521315097809
1xsv_1,13.139210224151611,0.5354273468255997,0.9191509485244751
3hru_1,24.153118133544922,0.6092972606420517,0.9316214025020599
1tmk_1,45.02720642089844,0.9984878301620483,0.9976907074451447
1e85_1,23.873541831970215,0.9939390420913696,0.9956311583518982
2qc7_2,27.482351303100586,0.5392574220895767,0.9551700055599213
3nur_2,39.10592842102051,0.9918669760227203,0.9936600029468536
1r7j_1,15.994195938110352,0.46262894943356514,0.6150702238082886
2imn_1,17.890353202819824,0.6088490188121796,0.9417043030261993
3k86_1,27.216105461120605,0.9933721125125885,0.9947278797626495
3dyd_1,9.372400760650635,0.6883594691753387,0.7695647180080414
2z6f_1,2.8310149908065796,0.6143453419208527,0.8582921922206879
3eoq_1,13.223727226257324,0.09782454743981361,0.6345589458942413
4lir_1,15.150691032409668,0.11762501299381256,0.6804987490177155
2eo0_1,33.953914642333984,0.988504558801651,0.9895877540111542
3pr8_1,15.20442533493042,0.9131999909877777,0.965145468711853
4flb_1,10.942299365997314,0.8870216012001038,0.9288262128829956
4whj_1,24.631996154785156,0.5538434982299805,0.931618869304657
1f1c_1,2.897813558578491,0.3147421032190323,0.7361710369586945
1u4m_1,15.58455753326416,0.9836607575416565,0.9801059365272522
4dyw_3,28.23118782043457,0.9715192914009094,0.9831525981426239
3svk_1,18.407898902893066,0.3961980789899826,0.9324814677238464
4lmf_6,8.565525531768799,0.07453345507383347,0.5977693796157837
5cro_1,8.352656602859497,0.3390568345785141,0.7265709042549133
2bdq_1,27.33015727996826,0.5352893620729446,0.9715820252895355
1okj_1,NA,NA,NA
3bxh_1,10.645991325378418,0.15945350378751755,0.7155520915985107
3qq6_1,20.5323429107666,0.8491548895835876,0.7973833680152893
2pju_1,16.439453125,0.9287123680114746,0.9435722529888153
3lwb_1,18.389101028442383,0.7231240570545197,0.8790730834007263
3jv9_1,9.7004714012146,0.41433185338974,0.6550416052341461
4ic3_1,13.691863059997559,0.9728330373764038,0.9686651825904846
5dqw_1,45.502498626708984,0.9993239045143127,0.9985754787921906
3hna_3,9.17140531539917,0.276403546333313,0.7390468418598175
3htv_1,22.037899017333984,0.9764818549156189,0.985534131526947
3ooo_1,15.635955810546875,0.9694153964519501,0.9771637320518494
3u7i_2,22.084800720214844,0.9138148427009583,0.9934030175209045
3efb_1,20.991358757019043,0.04284820705652237,0.6329646110534668
3k6k_2,27.765507698059082,0.9930483400821686,0.9952830374240875
4je1_1,16.52758502960205,0.44790610671043396,0.9328453838825226
