pdb-id,F_shape,F_hydro,F_tails,I_shape_hydro_tails,Training
1q7s_3,0.226882122174,0.223255813953,0,0.2250689680635,FALSE
1q98_1,0.0746192893401,0.256070640177,1,0.3306899295171,FALSE
1qex_1,0,0.0250278086763,1,0.0250278086763,FALSE
1qex_6,0,0.0329885378809,0,0.01649426894045,FALSE
1qg7_1,0.213577685569,0.521354933726,0,0.3674663096475,TRUE
1qhm_4,0.0125425699809,0.0766081871345,0,0.0445753785577,FALSE
1qhq_3,0.0345459808936,0.229268292683,1,0.2638142735766,FALSE
1qkd_1,0.0737413829121,0.286178861789,1,0.3599202447011,FALSE
1qmj_1,0.0677464136974,0.445945945946,0,0.2568461798217,FALSE
1qpg_1,0.0258671026509,0.0816326530612,1,0.1074997557121,FALSE
1qq7_1,0.171857441002,0.333163525217,1,0.505020966219,FALSE
1qrd_1,0.0125724708488,0.0605143721634,1,0.0730868430122,FALSE
1qto_1,0.182170236308,0.442735042735,0,0.3124526395215,FALSE
1qvt_19,0.0156575331057,0,1,0.0156575331057,TRUE
1qvw_1,0.0716629252288,0.143884892086,1,0.2155478173148,FALSE
1qxh_1,0.0621898105946,0.243986254296,1,0.3061760648906,TRUE
1qya_1,0.0706199460916,0.230921704658,0,0.1507708253748,FALSE
1r5q_2,0.101797752809,0.172413793103,0,0.137105772956,TRUE
1r7j_1,0.128397087478,0.697940503432,0,0.413168795455,TRUE
1rcw_2,0.117216117216,0.0690909090909,1,0.1863070263069,FALSE
1rfy_1,0.148189367349,0.450216450216,1,0.598405817565,FALSE
1rkr_5,0.0284763675506,0.227368421053,1,0.2558447886036,FALSE
1rp5_3,0.0497851908011,0.0536705737199,0,0.0517278822605,FALSE
1rpa_1,0.0661968120142,0.238439306358,1,0.3046361183722,FALSE
1rtv_1,0.0124406047516,0.117366412214,0,0.0649035084828,FALSE
1rz6_2,0.105930126724,0.240986717268,0,0.173458421996,FALSE
1s9c_6,0.0795406509793,0.296385542169,1,0.3759261931483,FALSE
1s9p_1,0.0552266576455,0.0582524271845,1,0.11347908483,FALSE
1s9p_5,0.0724352951226,0.13104189044,0,0.1017385927813,FALSE
1se8_1,0.0613424210994,0,1,0.0613424210994,FALSE
1sfl_1,0.035498328235,0.289655172414,0,0.1625767503245,FALSE
1sfr_4,0.0137691137039,0.201911589008,1,0.2156807027119,FALSE
1slb_2,0.0909484625379,0.398609501738,0,0.24477898213795,FALSE
1som_1,0.0233331422347,0.0135658914729,1,0.0368990337076,FALSE
1srr_1,0.0386407546312,0.164682539683,1,0.2033232943142,FALSE
1sw2_4,0.114572935976,0.213768115942,1,0.328341051918,FALSE
1sxs_1,0.109180474698,0.427104722793,0,0.2681425987455,FALSE
1t0i_1,0.100563337393,0.125641025641,1,0.226204363034,FALSE
1t1e_2,0.0727366079069,0.088781275222,1,0.1615178831289,FALSE
1t1l_1,0.144601800355,0.0743143615453,0,0.10945808095015,FALSE
1t3w_1,0.279694072658,0.48605083695,0,0.382872454804,FALSE
1taq_5,0.134507978723,0.0214614205416,1,0.1559693992646,FALSE
1tfg_1,0.246054519369,0.493920972644,0,0.3699877460065,FALSE
1tmk_1,0.0942212016839,0.307352941176,1,0.4015741428599,FALSE
1to0_3,0.126474378035,0.330166270784,1,0.456640648819,FALSE
1to4_1,0.187472115642,0.288405797101,0,0.2379389563715,FALSE
1tvd_1,0.100234341713,0.3995215311,1,0.499755872813,FALSE
1txn_1,0.0694326287547,0.382092198582,0,0.22576241366835,TRUE
1tz3_1,0.0463087248322,0.114142139268,1,0.1604508641002,FALSE
1u07_1,0.0810306198656,0.302816901408,0,0.1919237606368,FALSE
1u20_1,0.171018673144,0.436781609195,1,0.607800282339,FALSE
1u3z_1,0.0227132125497,0.298913043478,1,0.3216262560277,FALSE
1u4m_1,0.101442068623,0.286052009456,0,0.1937470390395,FALSE
1uat_2,0.0298203698788,0.0642857142857,1,0.0941060841645,FALSE
1ud0_7,0.249971425306,0.686868686869,0,0.4684200560875,FALSE
1udv_1,0.113476710256,0.22914349277,1,0.342620203026,FALSE
1uer_2,0.0535772094529,0.120978120978,1,0.1745553304309,FALSE
1ujk_3,0.0501467057882,0.10371318822,0,0.0769299470041,FALSE
1ujn_1,0.0116046676552,0.195320447609,1,0.2069251152642,FALSE
1ukg_1,0.0480615652679,0.111111111111,0,0.07958633818945,FALSE
1uou_1,0.0743856912019,0.116261398176,1,0.1906470893779,FALSE
1usm_1,0.204514549905,0.466453674121,1,0.670968224026,FALSE
1uvz_3,0.0251046025105,0,1,0.0251046025105,FALSE
1v2a_1,0.188340402491,0.180672268908,1,0.369012671399,FALSE
1v2z_1,0.142539874823,0.266768292683,1,0.409308167506,FALSE
1v4t_4,0.0247933884298,0.0927230046948,1,0.1175163931246,FALSE
1v4v_1,0.0277053697773,0.182421227197,1,0.2101265969743,FALSE
1v98_2,0.152710376871,0.26582278481,1,0.418533161681,FALSE
1vez_2,0.0685514774759,0.139664804469,0,0.10410814097245,FALSE
1vh0_8,0.104160951075,0.292197452229,0,0.198179201652,TRUE
1vic_7,0.0999136645475,0.22822491731,0,0.16406929092875,FALSE
1vok_6,0.0622424178379,0.114619883041,0,0.08843115043945,FALSE
1vpl_1,0.0328718543272,0.139303482587,0,0.0860876684571,FALSE
1vqu_1,0.0375027254888,0.11973918198,1,0.1572419074688,FALSE
1vr0_1,0.0568788675087,0.159649122807,1,0.2165279903157,FALSE
1wac_4,0.00120392665308,0.0132547864507,1,0.01445871310378,FALSE
1wlg_3,0.0843009308128,0.0429378531073,1,0.1272387839201,FALSE
1wn2_1,0.29387790496,0.425887265136,0,0.359882585048,FALSE
1wtc_1,0.00994560994561,0.046683046683,1,0.05662865662861,FALSE
1wwp_1,0.125377035994,0.0906976744186,0,0.1080373552063,FALSE
1x1p_3,0.189837484919,0.126911314985,1,0.316748799904,FALSE
1xef_2,0.0580386438206,0.066265060241,0,0.0621518520308,TRUE
1xew_4,0.127283228648,0.0889929742389,1,0.2162762028869,FALSE
1xi1_1,0.0755599472991,0.100797266515,0,0.08817860690705,FALSE
1xi3_1,0.0563445651165,0.224558452481,1,0.2809030175975,FALSE
1xkv_1,0.0729513657562,0.0561199806483,0,0.06453567320225,TRUE
1xkz_2,0.04786647772,0.0773143438454,1,0.1251808215654,FALSE
1xlu_1,0.00198943114703,0.0242424242424,0,0.013115927694715,FALSE
1xre_1,0.102569849096,0.216710182768,1,0.319280031864,FALSE
1xso_1,0.0948873103569,0.115702479339,0,0.10529489484795,FALSE
1xsv_1,0.121518987342,0.452296819788,0,0.286907903565,FALSE
1xty_2,0.212148463048,0.271111111111,0,0.2416297870795,FALSE
1xub_1,0.0715643671917,0.00984682713348,1,0.08141119432518,FALSE
1xuq_1,0.0883986668783,0.110565110565,1,0.1989637774433,FALSE
1xur_1,0.0456450861667,0.139240506329,0,0.09244279624785,FALSE
1xvq_2,0.0720197044335,0.192849404117,0,0.13243455427525,FALSE
1xwb_5,0.0208078335373,0,1,0.0208078335373,FALSE
1y67_1,0.0814543184833,0.160852713178,1,0.2423070316613,TRUE
1y6h_3,0.0332146175286,0.232896652111,0,0.1330556348198,FALSE
1y7h_2,0.0906203123621,0.19131614654,1,0.2819364589021,TRUE
1y7y_1,0.167203558828,0.349924585219,0,0.2585640720235,FALSE
1yad_2,0.0320105088496,0.307078763709,1,0.3390892725586,FALSE
1yae_9,0.0460806589037,0.141231593039,0,0.09365612597135,FALSE
1ybz_2,0.458518107908,0.747404844291,1,1.205922952199,FALSE
1ye5_1,0.11259509721,0.344339622642,1,0.456934719852,FALSE
1yem_1,0.0399580309522,0.347360367253,1,0.3873183982052,FALSE
1yln_1,0.0942172383465,0.118993135011,0,0.10660518667875,FALSE
1ysj_1,0.000873076503329,0.14445399828,1,0.145327074783329,FALSE
1yv9_1,0.0689900426743,0.150693985459,1,0.2196840281333,FALSE
1yvl_4,0.0263268156425,0.0840652446675,1,0.11039206031,FALSE
1z72_1,0.109204105671,0.305186972256,1,0.414391077927,FALSE
1z9p_1,0.0805957074025,0.263959390863,1,0.3445550982655,FALSE
1zbr_1,0.0262011451332,0.0965250965251,1,0.1227262416583,TRUE
1zc6_1,0.025907670113,0,1,0.025907670113,FALSE
1zcj_3,0.0511630417184,0.155879671832,1,0.2070427135504,FALSE
1zh2_1,0.15721448468,0.340876944837,0,0.2490457147585,TRUE
1zjj_1,0.0427119607704,0.168284789644,1,0.2109967504144,FALSE
1zlj_1,0.0678812078862,0.157303370787,0,0.1125922893366,FALSE
1zp7_1,0.123642506637,0.265159301131,1,0.388801807768,TRUE
1zsz_1,0.0551863041289,0.0836363636364,0,0.06941133388265,FALSE
1zxk_1,0.141258607498,0.341093117409,0,0.2411758624535,TRUE
1zy2_1,0.0905629309458,0.216768916155,1,0.3073318471008,TRUE
1zzh_2,0.131105398458,0.136155202822,0,0.13363030064,FALSE
2a4a_3,0.0804841356674,0.191449814126,0,0.1359669748967,FALSE
2a67_2,0.0932155074116,0.135555555556,1,0.2287710629676,FALSE
2a8f_1,0.0618480665894,0.162839248434,1,0.2246873150234,FALSE
2ac1_3,0.100769938502,0.0692497938994,1,0.1700197324014,FALSE
2aca_1,0.0345586989666,0.125973106865,0,0.0802659029158,FALSE
2ajq_9,0.00431810003598,0.0498474059003,0,0.02708275296814,FALSE
2aps_1,0.092167930852,0.261306532663,1,0.353474463515,FALSE
2ar8_1,0.026755644256,0.0179115853659,1,0.0446672296219,FALSE
2axi_3,0.0897450049674,0.183183183183,1,0.2729281881504,FALSE
2b0u_18,0.0510939077752,0.0607142857143,0,0.05590409674475,FALSE
2b5a_1,0.173959021811,0.486725663717,0,0.330342342764,FALSE
2b7l_1,0.0341195328601,0.143847487002,1,0.1779670198621,FALSE
2bbh_4,0.0617080302917,0.0402969247084,1,0.1020049550001,FALSE
2bde_2,0.0683479739303,0.0414814814815,1,0.1098294554118,FALSE
2bdm_2,0.137395192845,0.0546089995631,1,0.1920041924081,FALSE
2bdq_1,0.0351708074534,0.124624624625,1,0.1597954320784,TRUE
2bej_1,0.0138064430067,0.0300500834725,1,0.0438565264792,TRUE
2bhm_2,0.110493349286,0.240756663801,1,0.351250013087,FALSE
2bho_1,0.138325533021,0.220113851992,1,0.358439385013,FALSE
2bm5_1,0.0229303963167,0.254205607477,0,0.13856800189685,FALSE
2bpd_1,0.0267100977199,0.199592668024,0,0.11315138287195,FALSE
2brv_1,0.0705632949727,0.0745967741935,1,0.1451600691662,FALSE
2c2x_1,0.140877765687,0.212952799122,1,0.353830564809,FALSE
2c9s_1,0.158957480875,0.438860971524,0,0.2989092261995,FALSE
2cc3_1,0.13185692431,0.129144851658,1,0.261001775968,FALSE
2cd0_1,0.108041958042,0.23595505618,1,0.343997014222,FALSE
2ctx_1,0.119405864198,0.222222222222,0,0.17081404321,FALSE
2cw2_1,0.0789705764451,0.118733509235,1,0.1977040856801,FALSE
2cw3_1,0.0394808004327,0.0614525139665,1,0.1009333143992,FALSE
2cx4_1,0.0872060206961,0.239299610895,1,0.3265056315911,FALSE
2d13_2,0.0400202634245,0.0476595744681,1,0.0876798378926,TRUE
2dc4_1,0.0616030214016,0.320754716981,1,0.3823577383826,FALSE
2dou_1,0.253933468195,0.293518518519,0,0.273725993357,FALSE
2dpf_1,0.185277161863,0.487288135593,0,0.336282648728,TRUE
2dql_1,0.0890249234805,0.528591352859,0,0.30880813816975,FALSE
2dsj_1,0.0246128481423,0.160591133005,1,0.1852039811473,FALSE
2dvn_1,0.0692663817664,0.0714893617021,0,0.07037787173425,FALSE
2dwu_1,0.130437999408,0.267936507937,1,0.398374507345,FALSE
2dwy_6,0.286384976526,0.396604938272,0,0.341494957399,FALSE
2e1d_1,0.0495671689644,0.0942760942761,1,0.1438432632405,FALSE
2e2c_1,0.0515021459227,0.264705882353,1,0.3162080282757,TRUE
2e46_1,0.135643643966,0.415973377704,0,0.275808510835,FALSE
2eav_1,0.0764930862018,0.0592011412268,0,0.0678471137143,FALSE
2ebb_1,0.0808409189423,0.354988399072,1,0.4358293180143,FALSE
2ecf_1,0.0220320265047,0.0782608695652,1,0.1002928960699,FALSE
2egu_3,0.0747422680412,0.0988654781199,1,0.1736077461611,TRUE
2ejn_1,0.215767311291,0.358333333333,0,0.287050322312,FALSE
2ekz_1,0.0463570515552,0.0705782312925,0,0.05846764142385,FALSE
2eo0_1,0.0802396296632,0.571847507331,0,0.3260435684971,FALSE
2erc_1,0.0828233374133,0.2544,1,0.3372233374133,FALSE
2ew2_1,0.0161290322581,0.239382239382,1,0.2555112716401,FALSE
2ewt_1,0.0952380952381,0.477815699659,0,0.28652689744855,FALSE
2f00_1,0.00862821632171,0.136776859504,1,0.14540507582571,FALSE
2f1z_5,0.0153846153846,0.0450191570881,1,0.0604037724727,FALSE
2f5e_1,0.168541068797,0.505106778087,0,0.336823923442,FALSE
2f6s_1,0.037674919268,0.166788588149,0,0.1022317537085,FALSE
2f96_1,0.176661951909,0.145185185185,0,0.160923568547,FALSE
2f9q_2,0.0257229673093,0.0296236989592,1,0.0553466662685,FALSE
2f9q_3,0.0062315513283,0.125396825397,0,0.06581418836265,FALSE
2fca_1,0.0441165226699,0.378167641326,1,0.4222841639959,FALSE
2fco_1,0.0862347833489,0.160305343511,1,0.2465401268599,FALSE
2fhq_1,0.139640003229,0.197026022305,1,0.336666025534,TRUE
2fj2_2,0.112506228201,0.339788732394,0,0.2261474802975,FALSE
2fn1_1,0.0550717815957,0.2584,1,0.3134717815957,FALSE
2fuc_1,0.0893978310502,0.178628389155,1,0.2680262202052,TRUE
2fv7_1,0.0369509818618,0.0449090205188,1,0.0818600023806,FALSE
2g0h_1,0.0815742397138,0.0733299849322,1,0.154904224646,FALSE
2g3k_8,0.214985590778,0.267873303167,1,0.482858893945,TRUE
2g3p_1,0.164213513034,0.260978670013,0,0.2125960915235,FALSE
2g45_2,0.194159752725,0.326133909287,1,0.520293662012,FALSE
2g7p_1,0.0196249708828,0.107826086957,1,0.1274510578398,FALSE
2gd5_1,0.210840458138,0.403305785124,0,0.307073121631,FALSE
2gff_1,0.212301587302,0.275065963061,0,0.2436837751815,FALSE
2goj_1,0.106972860125,0.184126984127,1,0.291099844252,FALSE
2gpc_1,0.0610480349345,0.216802168022,1,0.2778502029565,FALSE
2gs2_1,0.0209345794393,0.126819126819,0,0.07387685312915,FALSE
2gsl_3,0.177852930975,0.295867768595,0,0.236860349785,FALSE
2gwh_1,0.0098493201029,0.0899357601713,1,0.0997850802742,FALSE
2gz6_1,0.0134495641345,0,0,0.00672478206725,TRUE
2h2w_1,0.0826043405676,0.0888888888889,0,0.08574661472825,FALSE
2h8k_1,0.01274640581,0.0476730987514,1,0.0604195045614,FALSE
2h9u_1,0.114221265252,0.324770642202,1,0.438991907454,FALSE
2ha7_1,0.0304696706133,0.00744416873449,1,0.03791383934779,FALSE
2hjd_1,0.213429481176,0.385579937304,1,0.59900941848,FALSE
2hk3_1,0.0241740017859,0.166569598136,1,0.1907435999219,FALSE
2hku_1,0.103298544984,0.359939759036,1,0.46323830402,FALSE
2hng_1,0.0878792769529,0.244736842105,1,0.3326161190579,FALSE
2hzb_1,0.0355012979724,0.318872017354,1,0.3543733153264,FALSE
2i45_4,0.212571305565,0.456475583864,0,0.3345234447145,FALSE
2i5p_1,0.0654626067679,0.275713516424,1,0.3411761231919,FALSE
2i6a_2,0.10384821668,0.197376267144,0,0.150612241912,FALSE
2i91_1,0.0458501900208,0.0415122312824,0,0.0436812106516,FALSE
2i9z_1,0.130808950086,0.320524835989,1,0.451333786075,TRUE
2ibm_4,0.0320855614973,0.0665475658776,1,0.0986331273749,FALSE
2idl_1,0.184238448924,0.3264781491,1,0.510716598024,FALSE
